"","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted","date"
"2020-02-11",3365.870117,3375.629883,3352.719971,3357.75,3760550000,3357.75,2020-02-11
"2020-02-12",3370.5,3381.469971,3369.719971,3379.449951,3926380000,3379.449951,2020-02-12
"2020-02-13",3365.899902,3385.090088,3360.52002,3373.939941,3498240000,3373.939941,2020-02-13
"2020-02-14",3378.080078,3380.689941,3366.149902,3380.159912,3398040000,3380.159912,2020-02-14
"2020-02-18",3369.040039,3375.01001,3355.610107,3370.290039,3746720000,3370.290039,2020-02-18
"2020-02-19",3380.389893,3393.52002,3378.830078,3386.149902,3600150000,3386.149902,2020-02-19
"2020-02-20",3380.449951,3389.149902,3341.02002,3373.22998,4007320000,3373.22998,2020-02-20
"2020-02-21",3360.5,3360.76001,3328.449951,3337.75,3899270000,3337.75,2020-02-21
"2020-02-24",3257.610107,3259.810059,3214.649902,3225.889893,4842960000,3225.889893,2020-02-24
"2020-02-25",3238.939941,3246.98999,3118.77002,3128.209961,5591510000,3128.209961,2020-02-25
"2020-02-26",3139.899902,3182.51001,3108.98999,3116.389893,5478110000,3116.389893,2020-02-26
"2020-02-27",3062.540039,3097.070068,2977.389893,2978.76001,7058840000,2978.76001,2020-02-27
"2020-02-28",2916.899902,2959.719971,2855.840088,2954.219971,8563850000,2954.219971,2020-02-28
"2020-03-02",2974.280029,3090.959961,2945.189941,3090.22998,6376400000,3090.22998,2020-03-02
"2020-03-03",3096.459961,3136.719971,2976.629883,3003.370117,6355940000,3003.370117,2020-03-03
"2020-03-04",3045.75,3130.969971,3034.379883,3130.120117,5035480000,3130.120117,2020-03-04
"2020-03-05",3075.699951,3083.040039,2999.830078,3023.939941,5575550000,3023.939941,2020-03-05
"2020-03-06",2954.199951,2985.929932,2901.540039,2972.370117,6552140000,2972.370117,2020-03-06
"2020-03-09",2863.889893,2863.889893,2734.429932,2746.560059,8423050000,2746.560059,2020-03-09
"2020-03-10",2813.47998,2882.590088,2734,2882.22998,7635960000,2882.22998,2020-03-10
"2020-03-11",2825.600098,2825.600098,2707.219971,2741.379883,7374110000,2741.379883,2020-03-11
"2020-03-12",2630.860107,2660.949951,2478.860107,2480.639893,8829380000,2480.639893,2020-03-12
"2020-03-13",2569.98999,2711.330078,2492.370117,2711.02002,8258670000,2711.02002,2020-03-13
"2020-03-16",2508.590088,2562.97998,2380.939941,2386.129883,7781540000,2386.129883,2020-03-16
"2020-03-17",2425.659912,2553.929932,2367.040039,2529.189941,8358500000,2529.189941,2020-03-17
"2020-03-18",2436.5,2453.570068,2280.52002,2398.100098,8755780000,2398.100098,2020-03-18
"2020-03-19",2393.47998,2466.969971,2319.780029,2409.389893,7946710000,2409.389893,2020-03-19
"2020-03-20",2431.939941,2453.01001,2295.560059,2304.919922,9044690000,2304.919922,2020-03-20
"2020-03-23",2290.709961,2300.72998,2191.860107,2237.399902,7402180000,2237.399902,2020-03-23
"2020-03-24",2344.439941,2449.709961,2344.439941,2447.330078,7547350000,2447.330078,2020-03-24
"2020-03-25",2457.77002,2571.419922,2407.530029,2475.560059,8285670000,2475.560059,2020-03-25
"2020-03-26",2501.290039,2637.01001,2500.719971,2630.070068,7753160000,2630.070068,2020-03-26
"2020-03-27",2555.870117,2615.909912,2520.02002,2541.469971,6194330000,2541.469971,2020-03-27
"2020-03-30",2558.97998,2631.800049,2545.280029,2626.649902,5746220000,2626.649902,2020-03-30
"2020-03-31",2614.689941,2641.389893,2571.149902,2584.590088,6568290000,2584.590088,2020-03-31
"2020-04-01",2498.080078,2522.75,2447.48999,2470.5,5947900000,2470.5,2020-04-01
"2020-04-02",2458.540039,2533.219971,2455.790039,2526.899902,6454990000,2526.899902,2020-04-02
"2020-04-03",2514.919922,2538.179932,2459.959961,2488.649902,6087190000,2488.649902,2020-04-03
"2020-04-06",2578.280029,2676.850098,2574.570068,2663.679932,6391860000,2663.679932,2020-04-06
"2020-04-07",2738.649902,2756.889893,2657.669922,2659.409912,7040720000,2659.409912,2020-04-07
"2020-04-08",2685,2760.75,2663.300049,2749.97998,5856370000,2749.97998,2020-04-08
"2020-04-09",2776.98999,2818.570068,2762.360107,2789.820068,7880140000,2789.820068,2020-04-09
"2020-04-13",2782.459961,2782.459961,2721.169922,2761.629883,5274310000,2761.629883,2020-04-13
"2020-04-14",2805.100098,2851.850098,2805.100098,2846.060059,5567400000,2846.060059,2020-04-14
"2020-04-15",2795.639893,2801.879883,2761.540039,2783.360107,5203390000,2783.360107,2020-04-15
"2020-04-16",2799.340088,2806.51001,2764.320068,2799.550049,5179990000,2799.550049,2020-04-16
"2020-04-17",2842.429932,2879.219971,2830.879883,2874.560059,5792140000,2874.560059,2020-04-17
"2020-04-20",2845.620117,2868.97998,2820.429932,2823.159912,5220160000,2823.159912,2020-04-20
"2020-04-21",2784.810059,2785.540039,2727.100098,2736.560059,5075830000,2736.560059,2020-04-21
"2020-04-22",2787.889893,2815.100098,2775.949951,2799.310059,5049660000,2799.310059,2020-04-22
"2020-04-23",2810.419922,2844.899902,2794.26001,2797.800049,5756520000,2797.800049,2020-04-23
"2020-04-24",2812.639893,2842.709961,2791.76001,2836.73999,5374480000,2836.73999,2020-04-24
"2020-04-27",2854.649902,2887.719971,2852.889893,2878.47998,5194260000,2878.47998,2020-04-27
"2020-04-28",2909.959961,2921.149902,2860.709961,2863.389893,5672880000,2863.389893,2020-04-28
"2020-04-29",2918.459961,2954.860107,2912.159912,2939.51001,6620140000,2939.51001,2020-04-29
"2020-04-30",2930.909912,2930.909912,2892.469971,2912.429932,6523120000,2912.429932,2020-04-30
"2020-05-01",2869.090088,2869.090088,2821.610107,2830.709961,4753160000,2830.709961,2020-05-01
"2020-05-04",2815.01001,2844.23999,2797.850098,2842.73999,4723140000,2842.73999,2020-05-04
"2020-05-05",2868.879883,2898.22998,2863.550049,2868.439941,5129590000,2868.439941,2020-05-05
"2020-05-06",2883.139893,2891.110107,2847.649902,2848.419922,4861920000,2848.419922,2020-05-06
"2020-05-07",2878.26001,2901.919922,2876.47998,2881.189941,5164640000,2881.189941,2020-05-07
"2020-05-08",2908.830078,2932.159912,2902.879883,2929.800049,4857160000,2929.800049,2020-05-08
"2020-05-11",2915.459961,2944.25,2903.439941,2930.189941,4807320000,2930.189941,2020-05-11
"2020-05-12",2939.5,2945.820068,2869.590088,2870.120117,5107710000,2870.120117,2020-05-12
"2020-05-13",2865.860107,2874.139893,2793.149902,2820,6143130000,2820,2020-05-13
"2020-05-14",2794.540039,2852.800049,2766.639893,2852.5,5641920000,2852.5,2020-05-14
"2020-05-15",2829.949951,2865.01001,2816.780029,2863.699951,5477040000,2863.699951,2020-05-15
"2020-05-18",2913.860107,2968.090088,2913.860107,2953.909912,6364290000,2953.909912,2020-05-18
"2020-05-19",2948.590088,2964.209961,2922.350098,2922.939941,4969330000,2922.939941,2020-05-19
"2020-05-20",2953.629883,2980.290039,2953.629883,2971.610107,4992970000,2971.610107,2020-05-20
"2020-05-21",2969.949951,2978.5,2938.570068,2948.51001,4966940000,2948.51001,2020-05-21
"2020-05-22",2948.050049,2956.76001,2933.590088,2955.449951,3952800000,2955.449951,2020-05-22
"2020-05-26",3004.080078,3021.719971,2988.169922,2991.77002,5837060000,2991.77002,2020-05-26
"2020-05-27",3015.649902,3036.25,2969.75,3036.129883,6371230000,3036.129883,2020-05-27
"2020-05-28",3046.610107,3068.669922,3023.399902,3029.72998,5402670000,3029.72998,2020-05-28
"2020-05-29",3025.169922,3049.169922,2998.610107,3044.310059,7275080000,3044.310059,2020-05-29
"2020-06-01",3038.780029,3062.179932,3031.540039,3055.72998,4673410000,3055.72998,2020-06-01
"2020-06-02",3064.780029,3081.070068,3051.639893,3080.820068,5187230000,3080.820068,2020-06-02
"2020-06-03",3098.899902,3130.939941,3098.899902,3122.870117,5989560000,3122.870117,2020-06-03
"2020-06-04",3111.560059,3128.909912,3090.409912,3112.350098,6428130000,3112.350098,2020-06-04
"2020-06-05",3163.840088,3211.719971,3163.840088,3193.929932,8617590000,3193.929932,2020-06-05
"2020-06-08",3199.919922,3233.129883,3196,3232.389893,8437380000,3232.389893,2020-06-08
"2020-06-09",3213.320068,3222.709961,3193.110107,3207.179932,6382620000,3207.179932,2020-06-09
"2020-06-10",3213.419922,3223.27002,3181.48999,3190.139893,6570840000,3190.139893,2020-06-10
"2020-06-11",3123.530029,3123.530029,2999.48999,3002.100098,7018890000,3002.100098,2020-06-11
"2020-06-12",3071.040039,3088.419922,2984.469971,3041.310059,5832250000,3041.310059,2020-06-12
"2020-06-15",2993.76001,3079.76001,2965.659912,3066.590088,5740660000,3066.590088,2020-06-15
"2020-06-16",3131,3153.449951,3076.060059,3124.73999,5829240000,3124.73999,2020-06-16
"2020-06-17",3136.129883,3141.159912,3108.030029,3113.48999,4549390000,3113.48999,2020-06-17
"2020-06-18",3101.639893,3120,3093.51001,3115.340088,4429030000,3115.340088,2020-06-18
"2020-06-19",3140.290039,3155.530029,3083.110107,3097.73999,8327780000,3097.73999,2020-06-19
"2020-06-22",3094.419922,3120.919922,3079.389893,3117.860107,4665380000,3117.860107,2020-06-22
"2020-06-23",3138.699951,3154.899902,3127.120117,3131.290039,4704830000,3131.290039,2020-06-23
"2020-06-24",3114.399902,3115.01001,3032.129883,3050.330078,5587200000,3050.330078,2020-06-24
"2020-06-25",3046.600098,3086.25,3024.01001,3083.76001,4815420000,3083.76001,2020-06-25
"2020-06-26",3073.199951,3073.72998,3004.629883,3009.050049,8098120000,3009.050049,2020-06-26
"2020-06-29",3018.590088,3053.889893,2999.73999,3053.23999,4462770000,3053.23999,2020-06-29
"2020-06-30",3050.199951,3111.51001,3047.830078,3100.290039,4696280000,3100.290039,2020-06-30
"2020-07-01",3105.919922,3128.439941,3101.169922,3115.860107,4443130000,3115.860107,2020-07-01
"2020-07-02",3143.639893,3165.810059,3124.52002,3130.01001,4190830000,3130.01001,2020-07-02
"2020-07-06",3155.290039,3182.590088,3155.290039,3179.719971,4736450000,3179.719971,2020-07-06
"2020-07-07",3166.439941,3184.149902,3142.929932,3145.320068,4563700000,3145.320068,2020-07-07
"2020-07-08",3153.070068,3171.800049,3136.530029,3169.939941,4927700000,3169.939941,2020-07-08
"2020-07-09",3176.169922,3179.780029,3115.699951,3152.050049,4829020000,3152.050049,2020-07-09
"2020-07-10",3152.469971,3186.820068,3136.219971,3185.040039,4515340000,3185.040039,2020-07-10
"2020-07-13",3205.080078,3235.320068,3149.429932,3155.219971,4890780000,3155.219971,2020-07-13
"2020-07-14",3141.110107,3200.949951,3127.659912,3197.52002,4476170000,3197.52002,2020-07-14
"2020-07-15",3225.97998,3238.280029,3200.76001,3226.560059,4669760000,3226.560059,2020-07-15
"2020-07-16",3208.360107,3220.389893,3198.590088,3215.570068,3961230000,3215.570068,2020-07-16
"2020-07-17",3224.209961,3233.52002,3205.649902,3224.72998,3993830000,3224.72998,2020-07-17
"2020-07-20",3224.290039,3258.610107,3215.159912,3251.840088,3971200000,3251.840088,2020-07-20
"2020-07-21",3268.52002,3277.290039,3247.77002,3257.300049,4547960000,3257.300049,2020-07-21
"2020-07-22",3254.860107,3279.320068,3253.100098,3276.02002,4255190000,3276.02002,2020-07-22
"2020-07-23",3271.639893,3279.98999,3222.659912,3235.659912,4290460000,3235.659912,2020-07-23
"2020-07-24",3218.580078,3227.26001,3200.050049,3215.629883,3894900000,3215.629883,2020-07-24
"2020-07-27",3219.840088,3241.429932,3214.25,3239.409912,3963910000,3239.409912,2020-07-27
"2020-07-28",3234.27002,3243.719971,3216.169922,3218.439941,4027890000,3218.439941,2020-07-28
"2020-07-29",3227.219971,3264.73999,3227.219971,3258.439941,4676300000,3258.439941,2020-07-29
"2020-07-30",3231.76001,3250.919922,3204.129883,3246.219971,4254010000,3246.219971,2020-07-30
"2020-07-31",3270.449951,3272.169922,3220.26001,3271.120117,5117260000,3271.120117,2020-07-31
"2020-08-03",3288.26001,3302.72998,3284.530029,3294.610107,4643640000,3294.610107,2020-08-03
"2020-08-04",3289.919922,3306.840088,3286.370117,3306.51001,4621670000,3306.51001,2020-08-04
"2020-08-05",3317.370117,3330.77002,3317.370117,3327.77002,4732220000,3327.77002,2020-08-05
"2020-08-06",3323.169922,3351.030029,3318.139893,3349.159912,4267490000,3349.159912,2020-08-06
"2020-08-07",3340.050049,3352.540039,3328.719971,3351.280029,4104860000,3351.280029,2020-08-07
"2020-08-10",3356.040039,3363.290039,3335.439941,3360.469971,4318570000,3360.469971,2020-08-10
"2020-08-11",3370.340088,3381.01001,3326.439941,3333.689941,5087650000,3333.689941,2020-08-11
"2020-08-12",3355.459961,3387.889893,3355.459961,3380.350098,3768560000,3380.350098,2020-08-12
"2020-08-13",3372.949951,3387.23999,3363.350098,3373.429932,3648810000,3373.429932,2020-08-13
"2020-08-14",3368.659912,3378.51001,3361.639893,3372.850098,3193400000,3372.850098,2020-08-14
"2020-08-17",3380.860107,3387.590088,3379.219971,3381.98999,3671290000,3381.98999,2020-08-17
"2020-08-18",3387.040039,3395.060059,3370.149902,3389.780029,3881310000,3389.780029,2020-08-18
"2020-08-19",3392.51001,3399.540039,3369.659912,3374.850098,3884480000,3374.850098,2020-08-19
"2020-08-20",3360.47998,3390.800049,3354.689941,3385.51001,3642850000,3385.51001,2020-08-20
"2020-08-21",3386.01001,3399.959961,3379.310059,3397.159912,3705420000,3397.159912,2020-08-21
"2020-08-24",3418.090088,3432.090088,3413.129883,3431.280029,3728690000,3431.280029,2020-08-24
"2020-08-25",3435.949951,3444.209961,3425.840088,3443.620117,3619300000,3443.620117,2020-08-25
"2020-08-26",3449.969971,3481.070068,3444.149902,3478.72998,3754360000,3478.72998,2020-08-26
"2020-08-27",3485.139893,3501.379883,3468.350098,3484.550049,3929560000,3484.550049,2020-08-27
"2020-08-28",3494.689941,3509.22998,3484.320068,3508.01001,3855880000,3508.01001,2020-08-28
"2020-08-31",3509.72998,3514.77002,3493.25,3500.310059,4342290000,3500.310059,2020-08-31
"2020-09-01",3507.439941,3528.030029,3494.600098,3526.649902,4083110000,3526.649902,2020-09-01
"2020-09-02",3543.76001,3588.110107,3535.22998,3580.840088,4285190000,3580.840088,2020-09-02
"2020-09-03",3564.73999,3564.850098,3427.409912,3455.060059,4898680000,3455.060059,2020-09-03
"2020-09-04",3453.600098,3479.149902,3349.629883,3426.959961,4431440000,3426.959961,2020-09-04
"2020-09-08",3371.879883,3379.969971,3329.27002,3331.840088,4665600000,3331.840088,2020-09-08
"2020-09-09",3369.820068,3424.77002,3366.840088,3398.959961,3920830000,3398.959961,2020-09-09
"2020-09-10",3412.560059,3425.550049,3329.25,3339.189941,4192250000,3339.189941,2020-09-10
"2020-09-11",3352.699951,3368.949951,3310.469971,3340.969971,3704450000,3340.969971,2020-09-11
"2020-09-14",3363.560059,3402.929932,3363.560059,3383.540039,3832130000,3383.540039,2020-09-14
"2020-09-15",3407.72998,3419.47998,3389.25,3401.199951,4051460000,3401.199951,2020-09-15
"2020-09-16",3411.22998,3428.919922,3384.449951,3385.48999,4710030000,3385.48999,2020-09-16
"2020-09-17",3346.860107,3375.169922,3328.820068,3357.01001,4371940000,3357.01001,2020-09-17
"2020-09-18",3357.379883,3362.27002,3292.399902,3319.469971,7068700000,3319.469971,2020-09-18
"2020-09-21",3285.570068,3285.570068,3229.100098,3281.060059,4828350000,3281.060059,2020-09-21
"2020-09-22",3295.75,3320.310059,3270.949951,3315.570068,3963300000,3315.570068,2020-09-22
"2020-09-23",3320.110107,3323.350098,3232.570068,3236.919922,4364500000,3236.919922,2020-09-23
"2020-09-24",3226.139893,3278.699951,3209.449951,3246.590088,4599470000,3246.590088,2020-09-24
"2020-09-25",3236.659912,3306.879883,3228.439941,3298.459961,3792220000,3298.459961,2020-09-25
"2020-09-28",3333.899902,3360.73999,3332.909912,3351.600098,3946060000,3351.600098,2020-09-28
"2020-09-29",3350.919922,3357.919922,3327.540039,3335.469971,3651880000,3335.469971,2020-09-29
"2020-09-30",3341.209961,3393.560059,3340.469971,3363,4722530000,3363,2020-09-30
"2020-10-01",3385.870117,3397.179932,3361.389893,3380.800049,4070530000,3380.800049,2020-10-01
"2020-10-02",3338.939941,3369.100098,3323.689941,3348.419922,3961550000,3348.419922,2020-10-02
"2020-10-05",3367.27002,3409.570068,3367.27002,3408.600098,3686920000,3408.600098,2020-10-05
"2020-10-06",3408.73999,3431.560059,3354.540039,3360.969971,4443380000,3360.969971,2020-10-06
"2020-10-07",3384.560059,3426.26001,3384.560059,3419.439941,3807830000,3419.439941,2020-10-07
"2020-10-08",3434.280029,3447.280029,3428.149902,3446.830078,3856190000,3446.830078,2020-10-08
"2020-10-09",3459.669922,3482.340088,3458.070068,3477.139893,3939060000,3477.139893,2020-10-09
"2020-10-12",3500.02002,3549.850098,3499.610107,3534.219971,3428970000,3534.219971,2020-10-12
"2020-10-13",3534.01001,3534.01001,3500.860107,3511.929932,3605150000,3511.929932,2020-10-13
"2020-10-14",3515.469971,3527.939941,3480.550049,3488.669922,3840630000,3488.669922,2020-10-14
"2020-10-15",3453.719971,3489.080078,3440.889893,3483.340088,3717640000,3483.340088,2020-10-15
"2020-10-16",3493.5,3515.76001,3480.449951,3483.810059,4675890000,3483.810059,2020-10-16
"2020-10-19",3493.659912,3502.419922,3419.929932,3426.919922,4086200000,3426.919922,2020-10-19
"2020-10-20",3439.379883,3476.929932,3435.649902,3443.120117,3901260000,3443.120117,2020-10-20
"2020-10-21",3439.909912,3464.860107,3433.060059,3435.560059,4097750000,3435.560059,2020-10-21
"2020-10-22",3438.5,3460.530029,3415.340088,3453.48999,4163630000,3453.48999,2020-10-22
"2020-10-23",3464.899902,3466.459961,3440.449951,3465.389893,3646570000,3465.389893,2020-10-23
"2020-10-26",3441.419922,3441.419922,3364.860107,3400.969971,3988080000,3400.969971,2020-10-26
"2020-10-27",3403.149902,3409.51001,3388.709961,3390.679932,3946990000,3390.679932,2020-10-27
"2020-10-28",3342.47998,3342.47998,3268.889893,3271.030029,5129860000,3271.030029,2020-10-28
"2020-10-29",3277.169922,3341.050049,3259.820068,3310.110107,4903070000,3310.110107,2020-10-29
"2020-10-30",3293.590088,3304.929932,3233.939941,3269.959961,4840450000,3269.959961,2020-10-30
"2020-11-02",3296.199951,3330.139893,3279.73999,3310.23999,4310590000,3310.23999,2020-11-02
"2020-11-03",3336.25,3389.48999,3336.25,3369.159912,4220070000,3369.159912,2020-11-03
"2020-11-04",3406.459961,3486.25,3405.169922,3443.439941,4783040000,3443.439941,2020-11-04
"2020-11-05",3485.73999,3529.050049,3485.73999,3510.449951,4841190000,3510.449951,2020-11-05
"2020-11-06",3508.340088,3521.580078,3484.340088,3509.439941,4833950000,3509.439941,2020-11-06
"2020-11-09",3583.040039,3645.98999,3547.47998,3550.5,8556610000,3550.5,2020-11-09
"2020-11-10",3543.26001,3557.219971,3511.909912,3545.530029,6024230000,3545.530029,2020-11-10
"2020-11-11",3563.219971,3581.159912,3557,3572.659912,4609970000,3572.659912,2020-11-11
"2020-11-12",3562.669922,3569.02002,3518.580078,3537.01001,4890120000,3537.01001,2020-11-12
"2020-11-13",3552.570068,3593.659912,3552.570068,3585.149902,4709670000,3585.149902,2020-11-13
"2020-11-16",3600.159912,3628.51001,3600.159912,3626.909912,5281980000,3626.909912,2020-11-16
"2020-11-17",3610.310059,3623.110107,3588.679932,3609.530029,4799570000,3609.530029,2020-11-17
"2020-11-18",3612.090088,3619.090088,3567.330078,3567.790039,5274450000,3567.790039,2020-11-18
"2020-11-19",3559.409912,3585.219971,3543.840088,3581.870117,4347200000,3581.870117,2020-11-19
"2020-11-20",3579.310059,3581.22998,3556.850098,3557.540039,4218970000,3557.540039,2020-11-20
"2020-11-23",3566.820068,3589.810059,3552.77002,3577.590088,5036290000,3577.590088,2020-11-23
"2020-11-24",3594.52002,3642.310059,3594.52002,3635.409912,6267570000,3635.409912,2020-11-24
"2020-11-25",3635.5,3635.5,3617.76001,3629.649902,4902560000,3629.649902,2020-11-25
"2020-11-27",3638.550049,3644.310059,3629.330078,3638.350098,2778450000,3638.350098,2020-11-27
"2020-11-30",3634.179932,3634.179932,3594.389893,3621.629883,6291400000,3621.629883,2020-11-30
"2020-12-01",3645.870117,3678.449951,3645.870117,3662.449951,5403660000,3662.449951,2020-12-01
"2020-12-02",3653.780029,3670.959961,3644.840088,3669.01001,5029620000,3669.01001,2020-12-02
"2020-12-03",3668.280029,3682.72998,3657.169922,3666.719971,5091760000,3666.719971,2020-12-03
"2020-12-04",3670.939941,3699.199951,3670.939941,3699.120117,5086370000,3699.120117,2020-12-04
"2020-12-07",3694.72998,3697.409912,3678.879883,3691.959961,4788560000,3691.959961,2020-12-07
"2020-12-08",3683.050049,3708.449951,3678.830078,3702.25,4549670000,3702.25,2020-12-08
"2020-12-09",3705.97998,3712.389893,3660.540039,3672.820068,5209940000,3672.820068,2020-12-09
"2020-12-10",3659.129883,3678.48999,3645.179932,3668.100098,4618240000,3668.100098,2020-12-10
"2020-12-11",3656.080078,3665.909912,3633.399902,3663.459961,4367150000,3663.459961,2020-12-11
"2020-12-14",3675.27002,3697.610107,3645.840088,3647.48999,4594920000,3647.48999,2020-12-14
"2020-12-15",3666.409912,3695.290039,3659.620117,3694.620117,4360280000,3694.620117,2020-12-15
"2020-12-16",3696.25,3711.27002,3688.570068,3701.169922,4056950000,3701.169922,2020-12-16
"2020-12-17",3713.649902,3725.120117,3710.870117,3722.47998,4184930000,3722.47998,2020-12-17
"2020-12-18",3722.389893,3726.699951,3685.840088,3709.409912,7068340000,3709.409912,2020-12-18
"2020-12-21",3684.280029,3702.899902,3636.47998,3694.919922,4732160000,3694.919922,2020-12-21
"2020-12-22",3698.080078,3698.26001,3676.159912,3687.26001,4023940000,3687.26001,2020-12-22
"2020-12-23",3693.419922,3711.23999,3689.280029,3690.01001,3772630000,3690.01001,2020-12-23
"2020-12-24",3694.030029,3703.820068,3689.320068,3703.060059,1885090000,3703.060059,2020-12-24
"2020-12-28",3723.030029,3740.51001,3723.030029,3735.360107,3527460000,3735.360107,2020-12-28
"2020-12-29",3750.01001,3756.120117,3723.310059,3727.040039,3387030000,3727.040039,2020-12-29
"2020-12-30",3736.189941,3744.629883,3730.209961,3732.040039,3145200000,3732.040039,2020-12-30
"2020-12-31",3733.27002,3760.199951,3726.879883,3756.070068,3172510000,3756.070068,2020-12-31
"2021-01-04",3764.610107,3769.98999,3662.709961,3700.649902,5006680000,3700.649902,2021-01-04
"2021-01-05",3698.02002,3737.830078,3695.070068,3726.860107,4582620000,3726.860107,2021-01-05
"2021-01-06",3712.199951,3783.040039,3705.340088,3748.139893,6049970000,3748.139893,2021-01-06
"2021-01-07",3764.709961,3811.550049,3764.709961,3803.790039,5080870000,3803.790039,2021-01-07
"2021-01-08",3815.050049,3826.689941,3783.600098,3824.679932,4764180000,3824.679932,2021-01-08
"2021-01-11",3803.139893,3817.860107,3789.02002,3799.610107,4450500000,3799.610107,2021-01-11
"2021-01-12",3801.620117,3810.780029,3776.51001,3801.189941,4977210000,3801.189941,2021-01-12
"2021-01-13",3802.22998,3820.959961,3791.5,3809.840088,4590420000,3809.840088,2021-01-13
"2021-01-14",3814.97998,3823.600098,3792.860107,3795.540039,5180140000,3795.540039,2021-01-14
"2021-01-15",3788.72998,3788.72998,3749.620117,3768.25,5353060000,3768.25,2021-01-15
"2021-01-19",3781.879883,3804.530029,3780.370117,3798.909912,4982940000,3798.909912,2021-01-19
"2021-01-20",3816.219971,3859.75,3816.219971,3851.850098,4551790000,3851.850098,2021-01-20
"2021-01-21",3857.459961,3861.449951,3845.050049,3853.070068,4484460000,3853.070068,2021-01-21
"2021-01-22",3844.23999,3852.310059,3830.409912,3841.469971,5080430000,3841.469971,2021-01-22
"2021-01-25",3851.679932,3859.22998,3797.159912,3855.360107,6955860000,3855.360107,2021-01-25
"2021-01-26",3862.959961,3870.899902,3847.780029,3849.620117,6029090000,3849.620117,2021-01-26
"2021-01-27",3836.830078,3836.830078,3732.47998,3750.77002,9878040000,3750.77002,2021-01-27
"2021-01-28",3755.75,3830.5,3755.75,3787.379883,6937960000,3787.379883,2021-01-28
"2021-01-29",3778.050049,3778.050049,3694.120117,3714.23999,6612570000,3714.23999,2021-01-29
"2021-02-01",3731.169922,3784.320068,3725.620117,3773.860107,5392870000,3773.860107,2021-02-01
"2021-02-02",3791.840088,3843.090088,3791.840088,3826.310059,5495370000,3826.310059,2021-02-02
"2021-02-03",3840.27002,3847.51001,3816.679932,3830.169922,4846900000,3830.169922,2021-02-03
"2021-02-04",3836.659912,3872.419922,3836.659912,3871.73999,4856670000,3871.73999,2021-02-04
"2021-02-05",3878.300049,3894.560059,3874.929932,3886.830078,4838580000,3886.830078,2021-02-05
"2021-02-08",3892.590088,3915.77002,3892.590088,3915.590088,4635030000,3915.590088,2021-02-08
"2021-02-09",3910.48999,3918.350098,3902.639893,3911.22998,4554610000,3911.22998,2021-02-09
"2021-02-10",3920.780029,3931.5,3884.939941,3909.879883,4815380000,3909.879883,2021-02-10
"2021-02-11",3916.399902,3925.98999,3890.389893,3916.379883,4570080000,3916.379883,2021-02-11
"2021-02-12",3911.649902,3937.22998,3905.780029,3934.830078,4119260000,3934.830078,2021-02-12
"2021-02-16",3939.610107,3950.429932,3923.850098,3932.590088,5037360000,3932.590088,2021-02-16
"2021-02-17",3918.5,3933.610107,3900.429932,3931.330078,4718280000,3931.330078,2021-02-17
"2021-02-18",3915.860107,3921.97998,3885.030029,3913.969971,4773430000,3913.969971,2021-02-18
"2021-02-19",3921.159912,3930.409912,3903.070068,3906.709961,4823940000,3906.709961,2021-02-19
"2021-02-22",3885.550049,3902.919922,3874.709961,3876.5,5870190000,3876.5,2021-02-22
"2021-02-23",3857.070068,3895.97998,3805.590088,3881.370117,6280650000,3881.370117,2021-02-23
"2021-02-24",3873.709961,3928.649902,3859.600098,3925.429932,5942350000,3925.429932,2021-02-24
"2021-02-25",3915.800049,3925.02002,3814.040039,3829.340088,6513060000,3829.340088,2021-02-25
"2021-02-26",3839.659912,3861.080078,3789.540039,3811.149902,6512950000,3811.149902,2021-02-26
"2021-03-01",3842.51001,3914.5,3842.51001,3901.820068,5071540000,3901.820068,2021-03-01
"2021-03-02",3903.639893,3906.409912,3868.570068,3870.290039,5493690000,3870.290039,2021-03-02
"2021-03-03",3863.98999,3874.469971,3818.860107,3819.719971,6150790000,3819.719971,2021-03-03
"2021-03-04",3818.530029,3843.669922,3723.340088,3768.469971,7142240000,3768.469971,2021-03-04
"2021-03-05",3793.580078,3851.689941,3730.189941,3841.939941,6842570000,3841.939941,2021-03-05
"2021-03-08",3844.389893,3881.060059,3819.25,3821.350098,5852240000,3821.350098,2021-03-08
"2021-03-09",3851.929932,3903.76001,3851.929932,3875.439941,5496340000,3875.439941,2021-03-09
"2021-03-10",3891.98999,3917.350098,3885.72998,3898.810059,5827250000,3898.810059,2021-03-10
"2021-03-11",3915.540039,3960.27002,3915.540039,3939.340088,5300010000,3939.340088,2021-03-11
"2021-03-12",3924.52002,3944.98999,3915.209961,3943.340088,4469240000,3943.340088,2021-03-12
"2021-03-15",3942.959961,3970.080078,3923.540039,3968.939941,4882190000,3968.939941,2021-03-15
"2021-03-16",3973.590088,3981.040039,3953.439941,3962.709961,4604870000,3962.709961,2021-03-16
"2021-03-17",3949.570068,3983.870117,3935.73999,3974.120117,4541620000,3974.120117,2021-03-17
"2021-03-18",3953.5,3969.620117,3910.860107,3915.459961,4043170000,3915.459961,2021-03-18
"2021-03-19",3913.139893,3930.120117,3886.75,3913.100098,7725050000,3913.100098,2021-03-19
"2021-03-22",3916.47998,3955.310059,3914.159912,3940.590088,4311380000,3940.590088,2021-03-22
