"","IXIC.Open","IXIC.High","IXIC.Low","IXIC.Close","IXIC.Volume","IXIC.Adjusted","date"
"2021-03-23",13381.429688,13405.150391,13202.429688,13227.700195,5607860000,13227.700195,2021-03-23
"2021-03-24",13289.240234,13292.919922,12961.349609,12961.889648,6184470000,12961.889648,2021-03-24
"2021-03-25",12844.580078,13021.860352,12786.80957,12977.679688,5608640000,12977.679688,2021-03-25
"2021-03-26",12996.030273,13149.549805,12878.719727,13138.730469,5195330000,13138.730469,2021-03-26
"2021-03-29",13103.969727,13143.410156,12968.160156,13059.650391,4.934e+09,13059.650391,2021-03-29
"2021-03-30",13008.799805,13075.75,12922.570313,13045.389648,4685320000,13045.389648,2021-03-30
"2021-03-31",13122.570313,13325.540039,13118.379883,13246.870117,4980670000,13246.870117,2021-03-31
"2021-04-01",13414.320313,13487.080078,13404.179688,13480.110352,4553470000,13480.110352,2021-04-01
"2021-04-05",13594.900391,13720.580078,13582.759766,13705.589844,4439970000,13705.589844,2021-04-05
"2021-04-06",13681.669922,13776.709961,13674.280273,13698.379883,4038510000,13698.379883,2021-04-06
"2021-04-07",13675.299805,13733.030273,13653.589844,13688.839844,4078990000,13688.839844,2021-04-07
"2021-04-08",13796.889648,13830.139648,13758.709961,13829.30957,4133640000,13829.30957,2021-04-08
"2021-04-09",13787.019531,13905.410156,13748.349609,13900.19043,3906460000,13900.19043,2021-04-09
"2021-04-12",13854.44043,13877,13783.950195,13850,4230160000,13850,2021-04-12
"2021-04-13",13902.450195,14011.509766,13902.450195,13996.099609,4200290000,13996.099609,2021-04-13
"2021-04-14",14004.080078,14033.629883,13839.040039,13857.839844,4102380000,13857.839844,2021-04-14
"2021-04-15",13983.230469,14049.129883,13970.419922,14038.759766,4382620000,14038.759766,2021-04-15
"2021-04-16",14059.110352,14062.5,13977.049805,14052.339844,4414640000,14052.339844,2021-04-16
"2021-04-19",13984.580078,14041.790039,13842.570313,13914.769531,4349340000,13914.769531,2021-04-19
"2021-04-20",13894.459961,13927.669922,13698.669922,13786.269531,4229410000,13786.269531,2021-04-20
"2021-04-21",13745.769531,13951.349609,13706.860352,13950.219727,3967090000,13950.219727,2021-04-21
"2021-04-22",13952.570313,14015.870117,13771.040039,13818.410156,4397030000,13818.410156,2021-04-22
"2021-04-23",13861.370117,14062.740234,13856.830078,14016.80957,4332500000,14016.80957,2021-04-23
"2021-04-26",14052.379883,14154.030273,14019.5,14138.780273,4479480000,14138.780273,2021-04-26
"2021-04-27",14170.910156,14171.240234,14064.280273,14090.219727,4665430000,14090.219727,2021-04-27
"2021-04-28",14082.780273,14133.650391,14034.700195,14051.030273,4532050000,14051.030273,2021-04-28
"2021-04-29",14204.509766,14211.570313,13952.799805,14082.549805,4854340000,14082.549805,2021-04-29
"2021-04-30",13970.730469,14084.759766,13941.629883,13962.679688,4762770000,13962.679688,2021-04-30
"2021-05-03",14031.769531,14042.120117,13881.509766,13895.120117,4718850000,13895.120117,2021-05-03
"2021-05-04",13774.509766,13795.570313,13485.589844,13633.5,5852850000,13633.5,2021-05-04
"2021-05-05",13731.129883,13753.049805,13553.929688,13582.419922,4517100000,13582.419922,2021-05-05
"2021-05-06",13557.830078,13635.730469,13439.389648,13632.839844,5000710000,13632.839844,2021-05-06
"2021-05-07",13723.089844,13828.620117,13690.75,13752.240234,4376800000,13752.240234,2021-05-07
"2021-05-10",13687.589844,13687.929688,13401.740234,13401.860352,4795690000,13401.860352,2021-05-10
"2021-05-11",13115.849609,13423.30957,13107.669922,13389.429688,4719720000,13389.429688,2021-05-11
"2021-05-12",13215.490234,13288.610352,13002.540039,13031.679688,4730740000,13031.679688,2021-05-12
"2021-05-13",13150.94043,13247.870117,13007.240234,13124.990234,4681530000,13124.990234,2021-05-13
"2021-05-14",13255.650391,13460.879883,13242.969727,13429.980469,4008110000,13429.980469,2021-05-14
"2021-05-17",13368.799805,13399.169922,13265.400391,13379.049805,3980630000,13379.049805,2021-05-17
"2021-05-18",13416.900391,13485.339844,13299.929688,13303.639648,4283680000,13303.639648,2021-05-18
"2021-05-19",13078.19043,13304.610352,13072.230469,13299.740234,4314980000,13299.740234,2021-05-19
"2021-05-20",13356.629883,13563.519531,13355.709961,13535.740234,3972730000,13535.740234,2021-05-20
"2021-05-21",13616.19043,13616.580078,13463.259766,13470.990234,3704590000,13470.990234,2021-05-21
"2021-05-24",13557.209961,13708.849609,13551.009766,13661.169922,3490650000,13661.169922,2021-05-24
"2021-05-25",13721.540039,13751.139648,13631.799805,13657.169922,4084480000,13657.169922,2021-05-25
"2021-05-26",13693.94043,13750.160156,13679.589844,13738,4231140000,13738,2021-05-26
"2021-05-27",13742.589844,13776.519531,13701.629883,13736.280273,5057550000,13736.280273,2021-05-27
"2021-05-28",13792.049805,13820.870117,13747.610352,13748.740234,4435220000,13748.740234,2021-05-28
"2021-06-01",13829.05957,13836.169922,13678.769531,13736.480469,4155670000,13736.480469,2021-06-01
"2021-06-02",13743.240234,13775.889648,13689.740234,13756.330078,5059810000,13756.330078,2021-06-02
"2021-06-03",13655.75,13684.129883,13548.929688,13614.509766,5367460000,13614.509766,2021-06-03
"2021-06-04",13697.25,13826.820313,13692.009766,13814.490234,4341800000,13814.490234,2021-06-04
"2021-06-07",13802.820313,13889.110352,13784.889648,13881.719727,4602940000,13881.719727,2021-06-07
"2021-06-08",13946.320313,13981.719727,13831.980469,13924.910156,5894140000,13924.910156,2021-06-08
"2021-06-09",13980.230469,14003.5,13906.450195,13911.75,5607720000,13911.75,2021-06-09
"2021-06-10",13933.879883,14031.19043,13904.400391,14020.330078,4889500000,14020.330078,2021-06-10
